age,workclass
49, Private
44, Private
42, Private
18, ?
18, Private
51, Private
28, Private
39, Private
25, Private
41, Private
39, Private
42, Self-emp-not-inc
33, Private
63, ?
47, Private
27, Local-gov
39, Private
20, Private
49, Private
70, ?
46, Private
47, Private
35, Private
24, Private
22, ?
43, Private
60, Local-gov
53, Private
47, Private
34, Private
37, Private
35, Private
23, Private
27, ?
29, Private
23, Private
35, Private
18, ?
27, Local-gov
56, ?
40, Private
31, Private
18, Private
25, Private
36, Private
38, Private
52, Private
23, Private
48, Self-emp-not-inc
34, ?
46, Private
26, Private
47, Private
21, ?
65, Private
31, Local-gov
38, Private
68, Private
26, Private
42, Private
49, Private
42, Private
39, Private
31, Self-emp-not-inc
28, State-gov
36, Private
42, State-gov
62, Private
21, Private
21, Private
60, ?
22, Private
30, Private
64, Private
28, Private
41, Self-emp-not-inc
25, Private
27, Private
40, Private
58, Private
31, Private
50, Local-gov
27, Private
31, ?
50, Private
45, Private
33, Private
62, Private
38, Private
19, Private
30, Private
38, Private
42, Self-emp-not-inc
49, Self-emp-inc
53, Private
45, Local-gov
24, Private
29, Private
24, Private
38, Federal-gov
25, Self-emp-inc
51, State-gov
17, ?
19, Private
38, Private
60, Private
29, Self-emp-not-inc
66, ?
28, Federal-gov
36, Private
57, ?
24, Private
43, Private
29, Self-emp-inc
67, Self-emp-not-inc
20, Private
21, Private
20, Private
42, Private
20, Private
19, Local-gov
34, Private
40, Local-gov
33, Private
36, Private
43, Private
41, Local-gov
34, State-gov
33, Private
47, Private
41, Private
40, Private
28, Private
62, Self-emp-not-inc
29, Private
46, Private
28, Private
57, Federal-gov
22, Private
28, Local-gov
24, Private
54, Self-emp-not-inc
22, Private
36, State-gov
50, Private
18, Private
52, State-gov
41, Private
21, ?
36, Private
34, Self-emp-not-inc
21, Private
46, Private
57, ?
61, Local-gov
22, State-gov
33, ?
36, State-gov
43, Local-gov
25, Private
17, Private
45, Private
30, Private
40, Private
31, Local-gov
42, Private
53, Private
37, Private
37, State-gov
54, Private
36, Private
46, Private
46, Private
32, Private
17, Private
42, State-gov
37, Local-gov
29, Private
54, Private
38, Private
46, Local-gov
24, Private
57, Private
59, Private
33, Private
35, Private
53, Private
26, Private
55, Self-emp-not-inc
46, Private
44, State-gov
30, Self-emp-not-inc
24, Private
32, Private
35, Private
67, Private
56, Self-emp-not-inc
26, Private
46, Private
52, Private
38, Self-emp-not-inc
31, Private
53, Private
27, Private
39, Private
22, Private
37, Private
20, Private
60, Local-gov
51, Private
57, Federal-gov
59, Private
37, Private
35, Private
43, Private
17, Private
45, Private
18, Private
52, Private
18, Private
20, Private
34, Private
19, Private
18, ?
17, Local-gov
30, Federal-gov
29, Private
30, Private
18, Private
50, State-gov
22, Private
21, Private
39, Self-emp-not-inc
20, Private
62, Private
32, Private
38, Private
32, Private
55, Private
38, Private
34, Private
28, Private
26, Private
41, Private
61, State-gov
75, Self-emp-not-inc
21, Private
50, Private
49, Self-emp-inc
26, Private
39, Private
24, Self-emp-not-inc
56, Private
17, Private
37, Private
23, Private
28, ?
57, Self-emp-not-inc
42, Local-gov
25, Private
22, Private
39, Private
54, Private
41, Self-emp-inc
43, Federal-gov
19, Private
35, Private
34, Private
19, Private
33, Private
33, Private
49, Private
31, Private
69, ?
41, Private
24, Private
45, State-gov
63, Private
75, Private
34, Private
69, Private
33, Private
44, Private
45, Private
18, Private
48, Private
43, Private
26, Private
35, Private
34, Private
48, Private
54, Local-gov
57, Private
21, Private
28, Private
51, Private
34, Local-gov
41, Local-gov
21, Private
26, Private
66, Private
40, Private
48, Private
44, ?
41, Private
41, Private
55, Local-gov
43, Private
51, Private
31, Private
30, Self-emp-not-inc
51, Private
31, Local-gov
18, Private
60, Private
29, Private
33, Private
34, Private
40, Self-emp-inc
57, Private
55, Local-gov
40, Self-emp-not-inc
26, State-gov
29, Private
30, Private
29, Private
43, Private
65, Private
19, Private
35, Private
28, Private
34, Private
61, Private
63, Local-gov
47, State-gov
31, Private
18, Private
29, Private
59, Private
50, Private
49, Private
60, Private
35, Self-emp-not-inc
48, Federal-gov
21, ?
41, Private
56, Private
26, Private
53, Private
23, Private
58, Private
61, Private
29, Private
22, Private
43, Private
31, Private
90, Private
53, Private
22, ?
55, Private
34, State-gov
28, Private
22, ?
36, Private
33, Private
17, Private
38, Private
60, Private
34, Private
72, ?
57, Private
39, Private
50, Self-emp-not-inc
45, Private
37, Private
27, Private
43, Private
41, Private
20, Private
44, Private
50, Private
54, Private
31, Private
33, Private
22, Private
46, Private
30, Private
22, ?
59, ?
57, Self-emp-not-inc
26, Private
52, Local-gov
55, Local-gov
47, Private
19, Private
26, Private
44, Private
42, Private
39, Private
17, ?
26, Private
26, Private
50, Self-emp-inc
46, Self-emp-not-inc
18, Private
26, Private
32, Private
50, Private
47, Local-gov
52, Private
25, Federal-gov
42, Local-gov
53, Private
30, Private
23, Private
23, Private
32, Private
29, Self-emp-inc
40, Private
45, State-gov
17, ?
55, Private
59, Local-gov
56, Private
23, Private
37, Local-gov
25, Private
22, ?
27, Private
21, Private
47, Local-gov
38, Private
62, Local-gov
27, Private
25, ?
27, Private
40, Private
22, Self-emp-not-inc
33, Private
28, Private
28, Private
29, Private
46, Private
30, Private
65, ?
28, Private
39, Private
35, Private
50, Private
25, ?
63, Private
56, Private
46, Private
19, Private
56, Local-gov
31, Private
51, State-gov
17, Private
27, Local-gov
30, Private
18, Private
41, Private
40, Local-gov
35, Private
29, Private
27, Private
25, Private
53, Private
53, Private
26, State-gov
41, Private
28, Private
48, State-gov
22, Private
40, Federal-gov
52, Self-emp-inc
53, Local-gov
40, Private
57, Private
53, Self-emp-not-inc
23, Private
31, Self-emp-not-inc
20, Private
25, Private
37, Private
50, Private
34, Self-emp-not-inc
37, Private
52, Private
29, Self-emp-not-inc
49, Private
31, Private
47, Private
51, Self-emp-not-inc
27, Private
23, Private
55, Private
28, Private
31, Local-gov
30, Private
23, Private
19, Private
22, Private
50, Private
64, ?
21, Private
75, Self-emp-inc
29, Private
47, Private
20, Private
33, Private
45, Private
41, Private
23, Private
38, Private
67, State-gov
21, Private
38, Private
31, Private
19, ?
59, Self-emp-not-inc
36, Private
50, Local-gov
60, Self-emp-inc
30, Private
28, Self-emp-inc
36, Private
21, ?
27, Private
18, Private
44, Local-gov
56, Private
51, Self-emp-inc
48, Private
31, Private
35, Private
35, Private
36, Private
47, Self-emp-not-inc
23, Private
21, Private
49, Private
51, Self-emp-inc
46, Private
31, Private
27, Private
56, ?
48, Private
30, Private
29, Local-gov
50, Federal-gov
18, Private
37, Private
51, Self-emp-not-inc
31, Private
29, Private
39, Private
48, Private
44, Private
39, Private
22, Local-gov
27, ?
42, Private
18, Private
27, Private
51, Private
27, Self-emp-not-inc
60, Self-emp-not-inc
36, Private
45, Private
40, Private
63, Private
41, Private
53, ?
34, Private
34, Private
31, Private
22, State-gov
49, Private
43, ?
36, Private
27, Private
52, Self-emp-not-inc
29, Private
27, Private
42, Private
49, Self-emp-not-inc
24, Private
22, Private
30, Self-emp-not-inc
28, Private
20, Private
45, Self-emp-inc
39, Private
43, Private
18, Private
53, Private
74, Private
39, Private
33, ?
49, Private
21, Private
65, ?
39, Private
49, Private
20, ?
47, Private
46, Self-emp-not-inc
29, Private
61, Self-emp-not-inc
48, Private
44, Private
37, Self-emp-inc
45, Private
51, Self-emp-not-inc
33, Local-gov
55, Self-emp-not-inc
25, Private
26, Private
54, Private
38, Private
39, Local-gov
20, State-gov
30, Private
29, Federal-gov
42, Private
24, Private
36, Private
60, Private
42, Private
42, Private
46, Private
52, State-gov
27, ?
43, Private
43, State-gov
27, Private
52, Local-gov
31, Private
38, ?
44, Private
27, Private
50, Private
23, Private
22, Private
36, State-gov
24, Private
59, Private
39, Private
23, Private
37, Private
25, Local-gov
40, Private
38, State-gov
31, Private
28, Local-gov
24, Private
46, Local-gov
29, Private
38, Federal-gov
53, Private
33, Private
39, Private
44, Private
46, Private
30, Private
24, Private
29, Private
62, Self-emp-not-inc
25, Private
45, Private
21, Private
64, Federal-gov
39, Private
60, Private
35, Private
27, Private
41, Private
32, State-gov
24, Private
32, Private
42, Local-gov
58, Private
23, Private
31, Federal-gov
28, Private
41, ?
37, Private
19, Private
27, Self-emp-not-inc
61, Self-emp-not-inc
39, Private
25, Private
58, Private
27, Self-emp-not-inc
51, Private
43, Local-gov
46, Private
67, ?
50, Local-gov
20, Private
35, Private
57, Private
40, Private
42, Local-gov
67, Self-emp-inc
47, Private
30, Private
26, Private
51, Private
38, Private
24, Private
48, Self-emp-not-inc
34, State-gov
70, Private
35, Private
61, ?
26, Private
64, Private
26, Private
39, Self-emp-not-inc
55, Private
23, Private
33, Self-emp-not-inc
31, Private
28, Local-gov
50, Private
26, Local-gov
44, Federal-gov
51, Private
34, Private
37, Private
29, Private
24, Private
27, Private
44, Private
24, Private
54, Private
47, Private
30, Private
35, Private
39, Federal-gov
42, Private
70, Self-emp-inc
41, Private
36, Private
44, Private
42, ?
20, Private
29, Private
27, Private
30, Private
59, Self-emp-not-inc
31, Private
21, Private
26, Private
57, Self-emp-inc
59, Self-emp-not-inc
87, ?
25, Private
39, Private
53, Private
32, State-gov
38, Private
21, Private
17, Private
44, Private
23, Private
57, Private
30, State-gov
51, Self-emp-not-inc
54, Self-emp-not-inc
44, Private
60, Private
28, Private
39, Private
55, Private
36, Private
55, Local-gov
33, Private
30, Private
40, Local-gov
30, Private
40, Private
24, Private
18, Private
18, Private
49, Private
42, Private
28, Local-gov
32, Private
48, Self-emp-not-inc
24, Private
73, Self-emp-not-inc
35, Private
23, Private
19, Private
27, Private
27, Private
41, Self-emp-not-inc
31, Private
64, Self-emp-inc
45, Private
47, Private
22, Private
24, Private
69, State-gov
40, Self-emp-not-inc
45, Private
47, Self-emp-not-inc
31, Private
48, Private
41, Private
34, Private
48, Private
28, Local-gov
20, Private
39, Private
40, Federal-gov
28, Private
20, Private
41, Private
49, Self-emp-inc
24, Private
35, State-gov
22, Private
23, Private
23, Private
42, Self-emp-not-inc
34, Private
32, Federal-gov
54, Private
48, Private
38, Private
48, State-gov
22, Private
42, Private
31, Private
27, Private
57, Private
46, State-gov
44, Federal-gov
42, Local-gov
24, Private
38, Private
29, Private
38, Private
33, Private
61, Private
49, Local-gov
51, Self-emp-not-inc
42, Private
21, Private
29, ?
54, Private
23, Private
52, Private
28, Local-gov
23, Private
43, Private
45, Private
51, Self-emp-not-inc
29, ?
23, Private
73, Self-emp-not-inc
47, Self-emp-not-inc
61, ?
26, Private
40, Private
32, Self-emp-not-inc
39, Private
33, Federal-gov
35, Private
42, Private
46, Private
33, Private
47, Private
33, Private
26, Private
42, State-gov
28, Private
29, Private
18, Private
33, Self-emp-not-inc
36, Private
33, Private
40, Private
57, Self-emp-not-inc
40, Private
36, Private
45, Private
52, Private
24, Private
30, Private
28, ?
46, Self-emp-not-inc
36, Private
48, Private
36, Private
48, Private
21, Private
18, Private
38, Private
66, ?
36, State-gov
38, Private
55, Self-emp-not-inc
27, Private
22, State-gov
29, Private
40, Private
21, Private
49, Private
29, Private
28, Private
26, Private
33, Private
72, ?
59, Private
37, Private
56, ?
27, Private
39, Private
49, Local-gov
30, Private
28, Private
25, State-gov
18, Private
25, Private
36, Private
52, Private
20, ?
25, Private
26, Private
50, Private
48, Private
39, Private
30, Local-gov
26, Private
36, Private
49, Private
34, Local-gov
28, Private
28, Self-emp-not-inc
42, Private
26, Self-emp-not-inc
54, Private
66, ?
61, Self-emp-not-inc
45, Self-emp-not-inc
29, Private
74, Private
61, Local-gov
27, Private
53, Federal-gov
57, Self-emp-not-inc
41, Private
45, Private
43, Private
26, ?
29, Private
65, ?
41, Private
31, Local-gov
50, Private
52, Private
18, Self-emp-inc
26, Private
57, Private
63, State-gov
29, Private
32, Self-emp-not-inc
34, Private
43, Private
39, Private
28, Private
32, Private
28, State-gov
40, Private
25, Private
54, Local-gov
48, Self-emp-inc
51, Private
67, State-gov
17, Private
24, State-gov
25, Private
68, ?
54, Private
32, Private
61, ?
41, Federal-gov
53, Private
45, Private
64, ?
51, Private
41, State-gov
40, Federal-gov
27, Private
41, Private
51, Private
36, Private
34, Self-emp-inc
43, Private
61, Federal-gov
31, Private
34, Private
43, Private
52, Private
18, Private
37, Federal-gov
60, Private
47, Private
21, Private
34, Self-emp-inc
28, Private
40, Local-gov
26, Private
48, Private
46, Private
58, Private
32, Self-emp-inc
90, ?
38, Private
20, ?
43, Self-emp-not-inc
17, Private
36, Private
36, Private
30, Private
45, Private
51, Self-emp-not-inc
29, Private
35, Self-emp-not-inc
19, Private
56, Private
64, ?
62, ?
24, Private
33, Private
43, Private
22, State-gov
44, Private
37, Private
34, Self-emp-inc
43, Private
39, Private
30, Private
58, Private
31, ?
45, Local-gov
30, Private
42, Private
50, Private
25, Local-gov
34, Private
50, Private
72, ?
60, State-gov
41, Private
71, Self-emp-not-inc
40, Self-emp-not-inc
22, Private
52, Private
30, Private
36, ?
40, Private
31, Federal-gov
44, Private
38, Local-gov
46, Private
57, Federal-gov
39, Private
42, Private
43, Private
22, Private
44, Private
22, ?
37, Private
20, ?
26, State-gov
35, Private
28, Private
34, Private
17, ?
18, Private
25, Private
44, Self-emp-inc
61, Private
39, Private
61, Private
19, ?
22, Private
19, Private
45, Private
20, Private
37, Private
26, Private
17, ?
26, Private
58, Private
61, ?
64, Private
19, Private
36, Private
47, Private
62, Private
36, State-gov
38, Self-emp-not-inc
54, Private
31, Private
26, Private
50, Private
41, Private
52, Local-gov
28, Private
23, ?
46, Self-emp-not-inc
32, ?
59, ?
30, Self-emp-inc
58, Local-gov
31, Private
36, Private
31, State-gov
52, Self-emp-not-inc
29, Private
48, Self-emp-not-inc
30, Private
58, Private
20, Federal-gov
19, Private
63, Private
51, Self-emp-not-inc
53, Private
54, Federal-gov
35, ?
26, Private
47, Self-emp-not-inc
44, Private
80, Self-emp-not-inc
55, Private
43, Private
49, Private
27, Private
42, Private
39, Private
36, ?
32, Private
58, Local-gov
63, Private
49, Private
36, Self-emp-inc
46, Private
47, Private
39, Private
33, Private
43, Local-gov
30, Private
39, Local-gov
44, Private
27, Private
80, ?
31, Private
34, Local-gov
28, Private
55, Private
36, Private
42, Private
67, Local-gov
53, Self-emp-inc
43, Private
29, Local-gov
19, Private
51, Private
21, Self-emp-not-inc
54, Private
42, Self-emp-not-inc
41, Private
28, Private
31, Private
82, Self-emp-not-inc
23, Private
40, Local-gov
35, Private
24, Private
21, Private
27, Private
29, ?
40, Self-emp-not-inc
17, Private
27, Private
34, Private
18, Private
39, Private
34, Self-emp-inc
44, Private
18, ?
39, Private
28, Private
30, Private
60, Private
58, Private
49, Private
61, Self-emp-inc
27, Private
59, Self-emp-not-inc
52, Federal-gov
42, Federal-gov
27, Private
41, Self-emp-inc
35, ?
50, Local-gov
36, Private
21, Private
38, Private
46, Private
59, Private
55, Private
49, Local-gov
59, Self-emp-inc
38, Private
22, Private
28, Private
47, Private
59, Private
37, Private
33, Private
34, Private
35, Local-gov
55, Private
18, Private
48, Private
48, Private
70, ?
27, Private
43, Private
32, Private
62, ?
18, ?
50, Private
38, Self-emp-not-inc
18, Private
46, Private
26, Private
44, Private
32, Private
25, Private
55, Private
55, Federal-gov
25, Private
40, Private
